epoch,loss
1,0.008884300757378168
2,0.003337104545037984
3,0.002614163399121398
4,0.002581663002930534
5,0.0025558647233099602
6,0.0025302982708091475
7,0.0025175101673968916
8,0.0024999283542058636
9,0.0024947241778471184
10,0.002480321998923512
11,0.0024750913111338166
12,0.0024704250996536994
13,0.00246158270466039
14,0.0024550945805909725
15,0.0024567709543773203
16,0.002448813764222414
17,0.0024473008926293297
18,0.002441468495873215
19,0.0024391779867524895
20,0.002438902560457149
21,0.00243457181178524
22,0.0024342911042239696
23,0.0024316374498629073
24,0.002430273143424536
25,0.0024270862351347933
26,0.0024280007653202755
27,0.002424782428168751
28,0.0024203769724203935
29,0.0024207235344321184
30,0.0024214824779218783
31,0.0024185053513818863
32,0.0024169591427280488
33,0.0024153803202175937
34,0.0024148788695554715
35,0.002411975387467162
36,0.002412300822628743
37,0.002409694361877973
38,0.002408148529713073
39,0.0024080581754943845
40,0.0024064975666225224
41,0.002404523495783615
42,0.0024035831769247114
43,0.002401563761871346
44,0.0024041075935608723
45,0.0024007116468227887
46,0.0023994587726243162
47,0.002399226155607244
48,0.002398699918306907
49,0.002399044233145635
50,0.0023967819757309394
51,0.0023961516942464464
52,0.002396677129442239
53,0.002394739208538133
54,0.00239455291767345
55,0.002393959589270384
56,0.002393075121332036
57,0.0023923969074019025
58,0.0023911321326397133
59,0.002391129498854708
60,0.0023907875678504404
61,0.002390864053461224
62,0.0023900182440441072
63,0.0023898557042869766
64,0.002389121450075303
65,0.00238910649055758
66,0.0023880977744219914
67,0.0023873361825580944
68,0.0023874917111950246
69,0.002386939434228641
70,0.002387055467999995
