epoch,loss
1,0.030826504596525712
2,0.004134731714392219
3,0.003385280900875397
4,0.0032886946133202145
5,0.003188482934104093
6,0.0030831038097962928
7,0.0030225058463747467
8,0.002992136398261256
9,0.0029754045683190304
10,0.0029618163599663644
11,0.00294712515856923
12,0.002938806989809017
13,0.002934222093240246
14,0.00292453304385109
15,0.002915877145161266
16,0.00290979451426636
17,0.002907815267262823
18,0.002902696480053951
19,0.0028990827110188695
20,0.0028983038304376003
21,0.0028921259179189706
22,0.002886128306830697
23,0.0028840117588224807
24,0.002884523853894247
25,0.0028820784241163537
26,0.0028747851411630985
27,0.002874190514624986
28,0.0028685079388799206
29,0.002868395951955253
30,0.0028663216503527576
31,0.002865197223044284
32,0.0028618072518957374
33,0.0028629699406926244
34,0.002855102376639605
35,0.002855622409836954
36,0.0028532392756544208
37,0.002846666883863032
38,0.0028448227646789225
39,0.0028445783909052955
40,0.0028394531037913315
41,0.002834889884291412
42,0.0028363879751580794
43,0.0028325488111730713
44,0.002830506383996371
45,0.0028274472159169175
46,0.0028253108290705324
47,0.0028236331004301645
48,0.002820048173812106
49,0.002820132232075819
50,0.0028173419107418614
51,0.0028132742801990807
52,0.0028117607796357474
53,0.0028082312701348585
54,0.002805529784707738
55,0.002806754568276112
56,0.0028021485777571797
57,0.0028006371348569896
58,0.0027982124847674367
59,0.002796902730370231
60,0.002793622961955007
61,0.0027923726335601392
62,0.002787568371670316
63,0.0027883944933509925
64,0.002788374708254424
65,0.002786326251597718
66,0.002782085099849431
67,0.002782079246629963
68,0.0027793372695124646
69,0.0027774488021943557
70,0.0027739473152905703
