epoch,loss
1,0.00810711782248786
2,0.0026150456003849504
3,0.002561489453145048
4,0.0025404311984222466
5,0.0025140428396068096
6,0.0025003469073335114
7,0.0025014479534731476
8,0.002480317000210371
9,0.0024712073424345126
10,0.002471221286518847
11,0.0024582170887285713
12,0.0024565722353582548
13,0.0024506585693934843
14,0.0024488055745087315
15,0.0024413572531431687
16,0.0024273607186446693
17,0.002428923219191077
18,0.0024172312881061545
19,0.0024096132465995504
20,0.0024024668592385603
21,0.0023973100875859217
22,0.0023881913977972877
23,0.002377792466533087
24,0.00236798997502774
25,0.0023608432714696355
26,0.002351936721808665
27,0.0023391273504187403
28,0.002329410940451581
29,0.0023193588876939566
30,0.002308988746444997
31,0.0023006329083960515
32,0.002295937647720289
33,0.0022842878659786966
34,0.002275927847696711
35,0.002269164850974641
36,0.0022624462626783933
37,0.0022535142959202725
38,0.002251834878662263
39,0.0022463983559297385
40,0.0022387846351882247
41,0.0022346930796592534
42,0.0022308158764467977
43,0.0022263532555650187
44,0.0022252219314675046
45,0.0022214502959614596
46,0.0022179251282161477
47,0.0022148482536937554
48,0.002212228014400643
49,0.0022093711566487256
50,0.002206920157990578
51,0.0022047460513889713
52,0.002203837294331597
53,0.0022011320307657903
54,0.002199983318506614
55,0.002197044608873956
56,0.002196415727797305
57,0.0021928798766387507
58,0.002192929722940373
59,0.0021900497545140423
60,0.002189382685192377
61,0.002186958284011287
62,0.0021851868861440635
63,0.0021849276896630464
64,0.002183560325163881
65,0.0021816569638302753
66,0.0021798207934902946
67,0.002180248303154288
68,0.0021782416882781823
69,0.0021783728008110867
70,0.002174182162891664
